,YearMonth,PostalCode,CustomerClass,TotalGallons
589,2012-03-01,78756,City of Austin,24400
590,2012-03-01,78756,Commercial,7879100
591,2012-03-01,78757,City of Austin,96000
592,2012-03-01,78757,Commercial,16296700
593,2012-03-01,78757,Irrigation - City of Austin,0
594,2012-03-01,78757,Irrigation - Commercial,456700
595,2012-03-01,78758,Commercial,45947700
596,2012-03-01,78758,City of Austin,601800
597,2012-03-01,78758,Irrigation - City of Austin,2699200
598,2012-03-01,78758,Irrigation - Commercial,4882700
599,2012-03-01,78759,Austin Water Utility,0
600,2012-03-01,78759,Irrigation - City of Austin,0
601,2012-03-01,78759,Commercial,35119600
602,2012-03-01,78759,City of Austin,11300
603,2012-03-01,78759,Irrigation - Commercial,4767800
604,2012-04-01,78613,Commercial,3527100
605,2012-04-01,78613,Irrigation - Commercial,1705800
606,2012-04-01,78617,Irrigation - City of Austin,0
607,2012-04-01,78617,Irrigation - Commercial,334900
608,2012-04-01,78617,City of Austin,8887700
609,2012-04-01,78617,Austin Water Utility,89000
610,2012-04-01,78617,Commercial,9656000
611,2012-04-01,78652,Commercial,213500
612,2012-04-01,78653,Commercial,837500
613,2012-04-01,78653,Wholesale,0
614,2012-04-01,78653,Irrigation - Commercial,206900
615,2012-04-01,78660,Irrigation - Commercial,1471500
616,2012-04-01,78660,Austin Water Utility,400
617,2012-04-01,78660,Commercial,3396900
618,2012-04-01,78660,Wholesale,25008000
619,2012-04-01,78701,City of Austin,7460000
620,2012-04-01,78701,Commercial,68875400
621,2012-04-01,78701,Large Volume,1447600
622,2012-04-01,78701,Austin Water Utility,120000
623,2012-04-01,78701,Irrigation - City of Austin,379000
624,2012-04-01,78701,Irrigation - Commercial,1020800
625,2012-04-01,78702,Commercial,23268800
626,2012-04-01,78702,Irrigation - City of Austin,237100
627,2012-04-01,78702,Irrigation - Commercial,1335000
628,2012-04-01,78702,Austin Water Utility,44900
629,2012-04-01,78702,City of Austin,865600
630,2012-04-01,78703,Austin Water Utility,8500
631,2012-04-01,78703,City of Austin,1039800
632,2012-04-01,78703,Irrigation - City of Austin,93100
633,2012-04-01,78703,Irrigation - Commercial,825600
634,2012-04-01,78703,Commercial,12892700
635,2012-04-01,78704,Irrigation - City of Austin,52100
636,2012-04-01,78704,Irrigation - Commercial,2862600
637,2012-04-01,78704,Austin Water Utility,19500
638,2012-04-01,78704,City of Austin,1577400
639,2012-04-01,78704,Commercial,34328500
640,2012-04-01,78705,Irrigation - City of Austin,700
641,2012-04-01,78705,Irrigation - Commercial,5347600
642,2012-04-01,78705,City of Austin,76700
643,2012-04-01,78705,Large Volume,5348100
644,2012-04-01,78705,Commercial,30861800
645,2012-04-01,78712,Irrigation - Large Volume,16572000
646,2012-04-01,78712,Large Volume,13044000
647,2012-04-01,78712,Commercial,6142700
648,2012-04-01,78712,Irrigation - Commercial,418800
649,2012-04-01,78717,Irrigation - City of Austin,0
650,2012-04-01,78717,Irrigation - Commercial,3663800
651,2012-04-01,78717,Commercial,5384600
652,2012-04-01,78717,City of Austin,0
653,2012-04-01,78719,Commercial,2983700
654,2012-04-01,78719,Irrigation - Commercial,290400
655,2012-04-01,78719,City of Austin,2812100
656,2012-04-01,78719,Wholesale,1410800
657,2012-04-01,78719,Austin Water Utility,425600
658,2012-04-01,78719,Irrigation - City of Austin,404800
659,2012-04-01,78721,Irrigation - City of Austin,91100
660,2012-04-01,78721,City of Austin,161100
661,2012-04-01,78721,Irrigation - Commercial,294400
662,2012-04-01,78721,Austin Water Utility,2100
663,2012-04-01,78721,Commercial,6843700
664,2012-04-01,78722,Commercial,4030900
665,2012-04-01,78722,Irrigation - City of Austin,639700
666,2012-04-01,78722,City of Austin,19800
667,2012-04-01,78722,Irrigation - Commercial,622100
668,2012-04-01,78723,Irrigation - Commercial,2702000
669,2012-04-01,78723,Commercial,13898800
670,2012-04-01,78723,City of Austin,2441200
671,2012-04-01,78723,Irrigation - City of Austin,76800
672,2012-04-01,78724,City of Austin,5169700
673,2012-04-01,78724,Commercial,4481000
674,2012-04-01,78724,Irrigation - City of Austin,0
675,2012-04-01,78724,Austin Water Utility,0
676,2012-04-01,78724,Irrigation - Commercial,2594500
677,2012-04-01,78725,City of Austin,27000
678,2012-04-01,78725,Austin Water Utility,667700
679,2012-04-01,78725,Large Volume,32458100
680,2012-04-01,78725,Commercial,4499600
681,2012-04-01,78725,Irrigation - Commercial,62600
682,2012-04-01,78725,Wholesale,1050700
683,2012-04-01,78726,City of Austin,301000
684,2012-04-01,78726,Commercial,6136400
685,2012-04-01,78726,Irrigation - Commercial,2086800
686,2012-04-01,78726,Austin Water Utility,0
687,2012-04-01,78727,Irrigation - Commercial,3699500
688,2012-04-01,78727,City of Austin,27900
689,2012-04-01,78727,Irrigation - City of Austin,200
690,2012-04-01,78727,Commercial,11798600
691,2012-04-01,78728,Irrigation - Commercial,1970600
692,2012-04-01,78728,Commercial,2795000
693,2012-04-01,78728,Large Volume,2823000
694,2012-04-01,78728,Wholesale,33307700
695,2012-04-01,78729,Irrigation - City of Austin,0
696,2012-04-01,78729,City of Austin,12200
697,2012-04-01,78729,Wholesale,28122400
698,2012-04-01,78729,Commercial,10318800
699,2012-04-01,78729,Irrigation - Commercial,2872800
700,2012-04-01,78730,Commercial,2116500
701,2012-04-01,78730,Irrigation - Commercial,1424300
702,2012-04-01,78731,Austin Water Utility,0
703,2012-04-01,78731,Irrigation - Commercial,3909000
704,2012-04-01,78731,City of Austin,147400
705,2012-04-01,78731,Irrigation - City of Austin,77800
706,2012-04-01,78731,Commercial,15754900
707,2012-04-01,78732,Commercial,295600
708,2012-04-01,78735,Commercial,8214200
709,2012-04-01,78735,Irrigation - Commercial,2217300
710,2012-04-01,78735,Austin Water Utility,0
711,2012-04-01,78735,City of Austin,254100
712,2012-04-01,78735,Wholesale,353600
713,2012-04-01,78735,Large Volume,18171000
714,2012-04-01,78736,Commercial,1345600
715,2012-04-01,78736,Irrigation - Commercial,283200
716,2012-04-01,78737,Wholesale,420200
717,2012-04-01,78737,Commercial,390400
718,2012-04-01,78737,Irrigation - Commercial,126400
719,2012-04-01,78739,City of Austin,14400
720,2012-04-01,78739,Commercial,1371700
721,2012-04-01,78739,Irrigation - Commercial,1588500
722,2012-04-01,78739,Austin Water Utility,0
723,2012-04-01,78739,Wholesale,10127700
724,2012-04-01,78739,Irrigation - City of Austin,900
725,2012-04-01,78741,Large Volume,35329000
726,2012-04-01,78741,Irrigation - Commercial,3066700
727,2012-04-01,78741,City of Austin,242300
728,2012-04-01,78741,Irrigation - City of Austin,1316700
729,2012-04-01,78741,Commercial,16792200
730,2012-04-01,78741,Austin Water Utility,59000
731,2012-04-01,78742,Commercial,588100
732,2012-04-01,78742,Irrigation - Commercial,45900
733,2012-04-01,78744,Wholesale,1564700
734,2012-04-01,78744,Austin Water Utility,349800
735,2012-04-01,78744,Commercial,23735500
736,2012-04-01,78744,Irrigation - Commercial,3263300
737,2012-04-01,78744,City of Austin,742200
738,2012-04-01,78744,Irrigation - City of Austin,1226800
739,2012-04-01,78745,Commercial,25829500
740,2012-04-01,78745,Irrigation - Commercial,3023300
741,2012-04-01,78745,Wholesale,4506700
742,2012-04-01,78745,City of Austin,129700
743,2012-04-01,78745,Irrigation - City of Austin,10200
744,2012-04-01,78746,Commercial,11435000
745,2012-04-01,78746,Irrigation - City of Austin,34500
746,2012-04-01,78746,Irrigation - Commercial,1903500
747,2012-04-01,78746,City of Austin,1099200
748,2012-04-01,78746,Wholesale,69491200
749,2012-04-01,78747,Irrigation - Commercial,468800
750,2012-04-01,78747,Austin Water Utility,1040600
751,2012-04-01,78747,Commercial,1195400
752,2012-04-01,78747,Wholesale,2708700
753,2012-04-01,78748,City of Austin,74200
754,2012-04-01,78748,Irrigation - City of Austin,26100
755,2012-04-01,78748,Wholesale,594000
756,2012-04-01,78748,Commercial,10977800
757,2012-04-01,78748,Irrigation - Commercial,3184800
758,2012-04-01,78749,Wholesale,2396500
759,2012-04-01,78749,City of Austin,55300
760,2012-04-01,78749,Commercial,9410600
761,2012-04-01,78749,Irrigation - Commercial,3830500
762,2012-04-01,78749,Irrigation - City of Austin,28400
763,2012-04-01,78750,Irrigation - City of Austin,136900
764,2012-04-01,78750,City of Austin,81900
765,2012-04-01,78750,Irrigation - Commercial,3759900
766,2012-04-01,78750,Austin Water Utility,285800
767,2012-04-01,78750,Commercial,8558400
768,2012-04-01,78751,City of Austin,41500
769,2012-04-01,78751,Commercial,14866500
770,2012-04-01,78751,Irrigation - Commercial,516600
771,2012-04-01,78751,Irrigation - City of Austin,977900
772,2012-04-01,78752,City of Austin,37600
773,2012-04-01,78752,Irrigation - City of Austin,0
774,2012-04-01,78752,Irrigation - Commercial,1802800
775,2012-04-01,78752,Commercial,22930900
776,2012-04-01,78753,Commercial,29374300
777,2012-04-01,78753,Austin Water Utility,0
778,2012-04-01,78753,Irrigation - City of Austin,310100
779,2012-04-01,78753,City of Austin,20000
780,2012-04-01,78753,Irrigation - Commercial,5595500
781,2012-04-01,78754,Commercial,12914000
782,2012-04-01,78754,Austin Water Utility,75900
783,2012-04-01,78754,Irrigation - City of Austin,0
784,2012-04-01,78754,Irrigation - Commercial,2764900
785,2012-04-01,78754,Large Volume,136075500
786,2012-04-01,78754,City of Austin,223800
787,2012-04-01,78756,City of Austin,18400
788,2012-04-01,78756,Commercial,8674500
789,2012-04-01,78756,Irrigation - Commercial,948700
790,2012-04-01,78756,Austin Water Utility,41900
791,2012-04-01,78756,Irrigation - City of Austin,0
792,2012-04-01,78757,Commercial,15901200
793,2012-04-01,78757,City of Austin,1031300
794,2012-04-01,78757,Irrigation - City of Austin,0
795,2012-04-01,78757,Irrigation - Commercial,557200
796,2012-04-01,78758,Irrigation - City of Austin,3462100
797,2012-04-01,78758,Irrigation - Commercial,6330500
798,2012-04-01,78758,City of Austin,762700
799,2012-04-01,78758,Commercial,49632600
800,2012-04-01,78759,City of Austin,11300
801,2012-04-01,78759,Irrigation - City of Austin,100
802,2012-04-01,78759,Irrigation - Commercial,5864200
803,2012-04-01,78759,Austin Water Utility,0
804,2012-04-01,78759,Commercial,35292000
805,2012-05-01,78613,Irrigation - Commercial,1584500
806,2012-05-01,78613,Commercial,3399300
807,2012-05-01,78617,Commercial,12494400
808,2012-05-01,78617,Irrigation - Commercial,1055500
809,2012-05-01,78617,Austin Water Utility,77700
810,2012-05-01,78617,City of Austin,8143700
811,2012-05-01,78617,Irrigation - City of Austin,0
812,2012-05-01,78652,Commercial,290400
813,2012-05-01,78653,Wholesale,1000
814,2012-05-01,78653,Irrigation - Commercial,482200
815,2012-05-01,78653,Commercial,1526300
816,2012-05-01,78660,Austin Water Utility,500
817,2012-05-01,78660,Commercial,3963400
818,2012-05-01,78660,Irrigation - Commercial,2034400
819,2012-05-01,78660,Wholesale,27251400
820,2012-05-01,78701,Irrigation - City of Austin,538200
821,2012-05-01,78701,Austin Water Utility,140000
822,2012-05-01,78701,City of Austin,7307700
823,2012-05-01,78701,Commercial,76394300
824,2012-05-01,78701,Irrigation - Commercial,3727800
825,2012-05-01,78701,Large Volume,2303700
826,2012-05-01,78702,Irrigation - Commercial,1587700
827,2012-05-01,78702,Austin Water Utility,96000
828,2012-05-01,78702,Commercial,27382700
829,2012-05-01,78702,Irrigation - City of Austin,490200
830,2012-05-01,78702,City of Austin,2114000
831,2012-05-01,78703,Austin Water Utility,10300
832,2012-05-01,78703,City of Austin,1733800
833,2012-05-01,78703,Irrigation - City of Austin,84000
834,2012-05-01,78703,Commercial,14214100
835,2012-05-01,78703,Irrigation - Commercial,1917500
836,2012-05-01,78704,Austin Water Utility,14800
837,2012-05-01,78704,Irrigation - Commercial,5006400
838,2012-05-01,78704,City of Austin,2672000
839,2012-05-01,78704,Commercial,39435600
840,2012-05-01,78704,Irrigation - City of Austin,102700
841,2012-05-01,78705,Irrigation - City of Austin,2600
842,2012-05-01,78705,Large Volume,4567200
843,2012-05-01,78705,City of Austin,84700
844,2012-05-01,78705,Commercial,34789600
845,2012-05-01,78705,Irrigation - Commercial,8337000
846,2012-05-01,78712,Irrigation - Large Volume,18702100
847,2012-05-01,78712,Commercial,7625700
848,2012-05-01,78712,Irrigation - Commercial,721500
849,2012-05-01,78712,Large Volume,16063000
850,2012-05-01,78717,City of Austin,0
851,2012-05-01,78717,Irrigation - Commercial,4569000
852,2012-05-01,78717,Commercial,4851200
853,2012-05-01,78717,Irrigation - City of Austin,5700
854,2012-05-01,78719,Irrigation - Commercial,653200
855,2012-05-01,78719,Wholesale,1477300
856,2012-05-01,78719,Commercial,3675200
857,2012-05-01,78719,City of Austin,3590100
858,2012-05-01,78719,Austin Water Utility,264900
859,2012-05-01,78719,Irrigation - City of Austin,455200
860,2012-05-01,78721,Irrigation - City of Austin,132000
861,2012-05-01,78721,Irrigation - Commercial,645900
862,2012-05-01,78721,City of Austin,200400
863,2012-05-01,78721,Commercial,7437700
864,2012-05-01,78721,Austin Water Utility,2300
865,2012-05-01,78722,Irrigation - Commercial,971200
866,2012-05-01,78722,City of Austin,17900
867,2012-05-01,78722,Commercial,4486000
868,2012-05-01,78722,Irrigation - City of Austin,539900
869,2012-05-01,78723,Irrigation - Commercial,1172200
870,2012-05-01,78723,Commercial,14132500
871,2012-05-01,78723,City of Austin,2716500
872,2012-05-01,78723,Irrigation - City of Austin,213200
873,2012-05-01,78724,Irrigation - City of Austin,0
874,2012-05-01,78724,Austin Water Utility,0
875,2012-05-01,78724,City of Austin,6061200
876,2012-05-01,78724,Irrigation - Commercial,4340800
877,2012-05-01,78724,Commercial,4588400
878,2012-05-01,78725,Large Volume,29871600
879,2012-05-01,78725,Wholesale,1180400
880,2012-05-01,78725,City of Austin,29000
881,2012-05-01,78725,Commercial,5854600
882,2012-05-01,78725,Irrigation - Commercial,581600
883,2012-05-01,78725,Austin Water Utility,509400
884,2012-05-01,78726,Irrigation - Commercial,2719500
885,2012-05-01,78726,Austin Water Utility,0
886,2012-05-01,78726,Commercial,8027600
887,2012-05-01,78726,City of Austin,300000
888,2012-05-01,78727,Irrigation - City of Austin,900
889,2012-05-01,78727,Irrigation - Commercial,5157700
890,2012-05-01,78727,City of Austin,25400
891,2012-05-01,78727,Commercial,13410700
892,2012-05-01,78728,Wholesale,40707200
893,2012-05-01,78728,Commercial,3643300
894,2012-05-01,78728,Irrigation - Commercial,2340400
895,2012-05-01,78728,Large Volume,3403000
896,2012-05-01,78729,Commercial,11133700
897,2012-05-01,78729,Irrigation - Commercial,6020300
898,2012-05-01,78729,City of Austin,13700
899,2012-05-01,78729,Wholesale,41527200
900,2012-05-01,78729,Irrigation - City of Austin,0
901,2012-05-01,78730,Commercial,2464900
902,2012-05-01,78730,Irrigation - Commercial,2857300
903,2012-05-01,78731,City of Austin,142900
904,2012-05-01,78731,Commercial,17829800
905,2012-05-01,78731,Irrigation - City of Austin,22300
906,2012-05-01,78731,Irrigation - Commercial,4990000
907,2012-05-01,78731,Austin Water Utility,0
908,2012-05-01,78732,Commercial,550500
909,2012-05-01,78735,City of Austin,298000
910,2012-05-01,78735,Large Volume,18223000
911,2012-05-01,78735,Austin Water Utility,4000
912,2012-05-01,78735,Commercial,9212300
913,2012-05-01,78735,Irrigation - Commercial,3758900
914,2012-05-01,78735,Wholesale,363600
915,2012-05-01,78736,Commercial,1552900
916,2012-05-01,78736,Irrigation - Commercial,297600
917,2012-05-01,78737,Commercial,604300
918,2012-05-01,78737,Irrigation - Commercial,168600
919,2012-05-01,78737,Wholesale,464100
920,2012-05-01,78739,City of Austin,16000
921,2012-05-01,78739,Commercial,1699200
922,2012-05-01,78739,Irrigation - Commercial,4518900
923,2012-05-01,78739,Austin Water Utility,100
924,2012-05-01,78739,Irrigation - City of Austin,9000
925,2012-05-01,78739,Wholesale,18478700
926,2012-05-01,78741,Irrigation - City of Austin,2253300
927,2012-05-01,78741,Commercial,18723500
928,2012-05-01,78741,City of Austin,269700
929,2012-05-01,78741,Irrigation - Commercial,3764300
930,2012-05-01,78741,Large Volume,39956000
931,2012-05-01,78741,Austin Water Utility,35000
932,2012-05-01,78742,Commercial,597800
933,2012-05-01,78742,Irrigation - Commercial,52700
934,2012-05-01,78744,Irrigation - City of Austin,1993000
935,2012-05-01,78744,Austin Water Utility,320000
936,2012-05-01,78744,Wholesale,1632300
937,2012-05-01,78744,City of Austin,1322900
938,2012-05-01,78744,Commercial,27437400
939,2012-05-01,78744,Irrigation - Commercial,5942600
940,2012-05-01,78745,Irrigation - Commercial,5847400
941,2012-05-01,78745,Wholesale,7298000
942,2012-05-01,78745,City of Austin,1200700
943,2012-05-01,78745,Commercial,28845400
944,2012-05-01,78745,Irrigation - City of Austin,40000
945,2012-05-01,78746,Irrigation - City of Austin,53300
946,2012-05-01,78746,Wholesale,112193300
947,2012-05-01,78746,Irrigation - Commercial,4299100
948,2012-05-01,78746,Commercial,12963000
949,2012-05-01,78746,City of Austin,1694000
950,2012-05-01,78747,Commercial,1218500
951,2012-05-01,78747,Wholesale,2994800
952,2012-05-01,78747,Irrigation - Commercial,1172500
953,2012-05-01,78747,Austin Water Utility,1134200
954,2012-05-01,78748,Irrigation - Commercial,5436300
955,2012-05-01,78748,Wholesale,530500
956,2012-05-01,78748,City of Austin,559700
957,2012-05-01,78748,Commercial,12926800
958,2012-05-01,78748,Irrigation - City of Austin,27700
959,2012-05-01,78749,Wholesale,2428400
960,2012-05-01,78749,Commercial,11262600
961,2012-05-01,78749,Irrigation - City of Austin,23400
962,2012-05-01,78749,Irrigation - Commercial,6970400
963,2012-05-01,78749,City of Austin,455700
964,2012-05-01,78750,Commercial,9836400
965,2012-05-01,78750,Irrigation - City of Austin,83400
966,2012-05-01,78750,Irrigation - Commercial,6764600
967,2012-05-01,78750,Austin Water Utility,511400
968,2012-05-01,78750,City of Austin,81400
969,2012-05-01,78751,City of Austin,64000
970,2012-05-01,78751,Irrigation - City of Austin,1137000
971,2012-05-01,78751,Commercial,19842500
972,2012-05-01,78751,Irrigation - Commercial,952800
973,2012-05-01,78752,Irrigation - City of Austin,0
